% @GENDATE=Wednesday, 22 January 2014 3:33:48 p.m.

% @PARAMETERS
% @numDim=30	%-numDim <string> (default=25)
% @pctNoise=10	%-pctNoise <string> (default=5)
% @valNoiseFile=	%-valNoiseFile <string> (default=<none>)
% @valNoiseRepeats=2	%-valNoiseRepeats <string> (default=2)
% @numBin=2	%-numBin <string> (default=5)
% @valW0=0.25	%-valW0 <string> (default=0.25)
% @valWx=0.2	%-valWx <string> (default=0.20)
% @valBandWidth=0.1	%-valBandWidth <string> (default=0.10)
% @valCDdir=True	%-valCDdir <string> (default=true)
% @valCDnoise=5	%-valCDnoise <string> (default=5)
% @valCDinst=25	%-valCDinst <string> (default=1)
% @valCDinc=0.5	%-valCDinc <string> (default=0.01)
% @valCDfile=	%-valCDfile <string> (default=<none>)
% @valCDrepeats=1	%-valCDrepeats <string> (default=2)
% @calcType=1	%-calcType <string> (default=1)
% @numInst=60000	%-numInst <string> (default=5000000)
% @outFileFormatARFF=True	%-outFileFormatARFF <string> (default=true)
% @outFileFormatC45=False	%-outFileFormatC45 <string> (default=false)
% @outFileFormatTXT=False	%-outFileFormatTXT <string> (default=false)
% @outFileFormatXML=False	%-outFileFormatXML <string> (default=false)
% @outFile=C:\Users\ssakthit\Desktop\searesults	%-outFile <string> (default=<none>)
% @showProgress=False	%-showProgress <string> (default=false)

% @WEIGHTS
% @125000=(@1=-1.25)
% @250000=(@1=0.25)
% @375000=(@1=-1.25)
% @500000=(@1=0.25)

@RELATION flightdata

@ATTRIBUTE a1 {1,2}
@ATTRIBUTE a2 {1,2}
@ATTRIBUTE a3 {1,2}
@ATTRIBUTE a4 {1,2}
@ATTRIBUTE a5 {1,2}
@ATTRIBUTE a6 {1,2}
@ATTRIBUTE a7 {1,2}
@ATTRIBUTE a8 {1,2}
@ATTRIBUTE a9 {1,2}
@ATTRIBUTE a10 {1,2}
@ATTRIBUTE a11 {1,2}
@ATTRIBUTE a12 {1,2}
@ATTRIBUTE a13 {1,2}
@ATTRIBUTE a14 {1,2}
@ATTRIBUTE a15 {1,2}
@ATTRIBUTE a16 {1,2}
@ATTRIBUTE a17 {1,2}
@ATTRIBUTE a18 {1,2}
@ATTRIBUTE a19 {1,2}
@ATTRIBUTE a20 {1,2}
@ATTRIBUTE a21 {1,2}
@ATTRIBUTE a22 {1,2}
@ATTRIBUTE a23 {1,2}
@ATTRIBUTE a24 {1,2}
@ATTRIBUTE a25 {1,2}
@ATTRIBUTE a26 {1,2}
@ATTRIBUTE a27 {1,2}
@ATTRIBUTE a28 {1,2}
@ATTRIBUTE a29 {1,2}
@ATTRIBUTE a30 {1,2}
@ATTRIBUTE class {A,B}

@DATA
2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,A % @valTotal=0.12706370818292
2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,A % @valTotal=0.12706370818292
2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,A % @valTotal=0.12706370818292
2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,A % @valTotal=0.12706370818292
2,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,A % @valTotal=0.12706370818292
2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,A % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,A % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,B % @valTotal=0.12706370818292
